,X,id,value,location,dates,measure,micrograms,value1,value2
32304,32304,520937,0.382,Sakda,03-Sep-04,Ammonium,1000,382,0.025691035
32329,32329,521701,0.051,Sakda,03-Sep-04,Ammonium,1000,51,0.003429955
32354,32354,522436,0.059,Sakda,03-Sep-04,Ammonium,1000,59,0.003967987
32378,32378,514667,0.225,Somchair,04-Sep-04,Ammonium,1000,225,0.015132154
32404,32404,515444,0.217,Busarakhan,04-Sep-04,Ammonium,1000,217,0.014594122
32430,32430,511711,0.172,Chai,09-Sep-04,Ammonium,1000,172,0.011567691
32455,32455,512807,0.074,Chai,09-Sep-04,Ammonium,1000,74,0.004976797
32480,32480,513853,0.085,Chai,09-Sep-04,Ammonium,1000,85,0.005716592
32504,32504,501618,0.139,Boonsri,10-Sep-04,Ammonium,1000,139,0.009348309
32532,32532,502835,0.124,Boonsri,10-Sep-04,Ammonium,1000,124,0.008339498
32562,32562,503959,0.124,Boonsri,10-Sep-04,Ammonium,1000,124,0.008339498
32589,32589,511739,0.037,Chai,17-Sep-04,Ammonium,1000,37,0.002488399
32607,32607,512842,0.145,Chai,17-Sep-04,Ammonium,1000,145,0.009751833
32627,32627,513880,0.035,Chai,17-Sep-04,Ammonium,1000,35,0.002353891
32646,32646,501653,0.093,Boonsri,24-Sep-04,Ammonium,1000,93,0.006254624
32677,32677,502878,0.077,Boonsri,24-Sep-04,Ammonium,1000,77,0.005178559
32707,32707,503994,0.233,Boonsri,24-Sep-04,Ammonium,1000,233,0.015670186
32737,32737,510729,1.68,Kohsoom,27-Sep-04,Ammonium,1000,1680,0.112986751
32768,32768,501696,0.23,Boonsri,08-Oct-04,Ammonium,1000,230,0.015468424
32796,32796,502914,0.178,Boonsri,08-Oct-04,Ammonium,1000,178,0.011971215
32825,32825,504030,0.155,Boonsri,08-Oct-04,Ammonium,1000,155,0.010424373
32853,32853,518864,0,Kannika,09-Oct-04,Ammonium,1000,0,0
32877,32877,519573,0.06,Kannika,09-Oct-04,Ammonium,1000,60,0.004035241
32901,32901,520254,0,Kannika,09-Oct-04,Ammonium,1000,0,0
32925,32925,520966,0,Sakda,09-Oct-04,Ammonium,1000,0,0
32949,32949,521737,0,Sakda,09-Oct-04,Ammonium,1000,0,0
32972,32972,522464,0,Sakda,09-Oct-04,Ammonium,1000,0,0
32996,32996,511763,0,Chai,11-Oct-04,Ammonium,1000,0,0
33020,33020,512875,0,Chai,11-Oct-04,Ammonium,1000,0,0
33044,33044,513904,0,Chai,11-Oct-04,Ammonium,1000,0,0
33067,33067,514705,0.34,Somchair,21-Oct-04,Ammonium,1000,340,0.022866366
33091,33091,515481,0.54,Busarakhan,21-Oct-04,Ammonium,1000,540,0.03631717
33115,33115,501730,0.33,Boonsri,22-Oct-04,Ammonium,1000,330,0.022193826
33144,33144,502956,0.24,Boonsri,22-Oct-04,Ammonium,1000,240,0.016140964
33174,33174,504064,0.29,Boonsri,22-Oct-04,Ammonium,1000,290,0.019503665
33203,33203,510773,1.77,Kohsoom,24-Oct-04,Ammonium,1000,1770,0.119039613
33262,33262,501766,0.862,Boonsri,05-Nov-04,Ammonium,1000,862,0.057972964
33291,33291,503000,0.831,Boonsri,05-Nov-04,Ammonium,1000,831,0.055888089
33319,33319,504100,0.916,Boonsri,05-Nov-04,Ammonium,1000,916,0.061604681
33431,33431,511802,0.863,Chai,21-Nov-04,Ammonium,1000,863,0.058040218
33460,33460,512926,0.726,Chai,21-Nov-04,Ammonium,1000,726,0.048826417
33489,33489,513942,0.783,Chai,21-Nov-04,Ammonium,1000,783,0.052659896
33517,33517,501809,0.528,Boonsri,26-Nov-04,Ammonium,1000,528,0.035510122
33546,33546,503035,0.279,Boonsri,26-Nov-04,Ammonium,1000,279,0.018763871
33576,33576,504135,0.435,Boonsri,26-Nov-04,Ammonium,1000,435,0.029255498
33636,33636,510817,2.1,Kohsoom,28-Nov-04,Ammonium,1000,2100,0.141233439
33668,33668,501845,0.45,Boonsri,03-Dec-04,Ammonium,1000,450,0.030264308
33692,33692,503079,0.46,Boonsri,03-Dec-04,Ammonium,1000,460,0.030936848
33718,33718,504171,0.64,Boonsri,03-Dec-04,Ammonium,1000,640,0.043042572
33741,33741,514750,0.241,Somchair,03-Dec-04,Ammonium,1000,241,0.016208218
33764,33764,515526,0.26,Busarakhan,03-Dec-04,Ammonium,1000,260,0.017486045
33787,33787,511849,0.327,Chai,05-Dec-04,Ammonium,1000,327,0.021992064
33810,33810,512986,0.262,Chai,05-Dec-04,Ammonium,1000,262,0.017620553
33834,33834,513988,0.215,Chai,05-Dec-04,Ammonium,1000,215,0.014459614
33885,33885,518904,0.11,Kannika,11-Dec-04,Ammonium,1000,110,0.007397942
33907,33907,519625,0.129,Kannika,11-Dec-04,Ammonium,1000,129,0.008675768
33930,33930,520294,0.204,Kannika,11-Dec-04,Ammonium,1000,204,0.01371982
33952,33952,521007,0.087,Sakda,11-Dec-04,Ammonium,1000,87,0.0058511
33974,33974,521789,0.072,Sakda,11-Dec-04,Ammonium,1000,72,0.004842289
33997,33997,522504,0.063,Sakda,11-Dec-04,Ammonium,1000,63,0.004237003
34019,34019,501875,0.209,Boonsri,17-Dec-04,Ammonium,1000,209,0.01405609
34044,34044,510862,1.51,Kohsoom,19-Dec-04,Ammonium,1000,1510,0.101553568
34075,34075,589624,0.64,Boonsri,14-Jan-05,Ammonium,1000,640,0.043042572
34119,34119,591219,0.57,Boonsri,14-Jan-05,Ammonium,1000,570,0.038334791
34163,34163,592974,0.505,Boonsri,14-Jan-05,Ammonium,1000,505,0.033963279
34205,34205,613517,1.15,Kannika,16-Jan-05,Ammonium,1000,1150,0.077342121
34243,34243,614452,0.948,Kannika,16-Jan-05,Ammonium,1000,948,0.063756809
34281,34281,615469,0.198,Kannika,16-Jan-05,Ammonium,1000,198,0.013316296
34320,34320,616398,0.865,Sakda,16-Jan-05,Ammonium,1000,865,0.058174726
34359,34359,617335,0.799,Sakda,16-Jan-05,Ammonium,1000,799,0.053735961
34398,34398,618357,1.04,Sakda,16-Jan-05,Ammonium,1000,1040,0.069944179
34436,34436,607557,0.78,Somchair,22-Jan-05,Ammonium,1000,780,0.052458134
34475,34475,608505,0.744,Busarakhan,22-Jan-05,Ammonium,1000,744,0.05003699
34513,34513,603316,0.564,Chai,27-Jan-05,Ammonium,1000,564,0.037931266
34550,34550,604675,0.644,Chai,27-Jan-05,Ammonium,1000,644,0.043311588
34586,34586,606206,0.365,Chai,27-Jan-05,Ammonium,1000,365,0.024547717
34623,34623,589676,0.31,Boonsri,28-Jan-05,Ammonium,1000,310,0.020848746
34668,34668,591278,0.24,Boonsri,28-Jan-05,Ammonium,1000,240,0.016140964
34714,34714,593025,0.33,Boonsri,28-Jan-05,Ammonium,1000,330,0.022193826
34758,34758,602357,1.26,Kohsoom,30-Jan-05,Ammonium,1000,1260,0.084740063
34798,34798,603357,0.172,Chai,31-Jan-05,Ammonium,1000,172,0.011567691
34816,34816,604722,0.283,Chai,31-Jan-05,Ammonium,1000,283,0.019032887
34836,34836,606246,0.123,Chai,31-Jan-05,Ammonium,1000,123,0.008272244
34858,34858,589728,0.435,Boonsri,11-Feb-05,Ammonium,1000,435,0.029255498
34891,34891,591338,0.334,Boonsri,11-Feb-05,Ammonium,1000,334,0.022462842
34924,34924,593077,0.256,Boonsri,11-Feb-05,Ammonium,1000,256,0.017217029
34956,34956,613563,0.11,Kannika,11-Feb-05,Ammonium,1000,110,0.007397942
34989,34989,614505,0.021,Kannika,11-Feb-05,Ammonium,1000,21,0.001412334
35021,35021,615516,0.035,Kannika,11-Feb-05,Ammonium,1000,35,0.002353891
35052,35052,616445,0.029,Sakda,11-Feb-05,Ammonium,1000,29,0.001950367
35086,35086,617389,0,Sakda,11-Feb-05,Ammonium,1000,0,0
35118,35118,618403,0.058,Sakda,11-Feb-05,Ammonium,1000,58,0.003900733
35149,35149,607604,1.27,Somchair,20-Feb-05,Ammonium,1000,1270,0.085412603
35189,35189,608551,0.568,Busarakhan,20-Feb-05,Ammonium,1000,568,0.038200282
35229,35229,603384,0.038,Chai,21-Feb-05,Ammonium,1000,38,0.002555653
35249,35249,604758,0.029,Chai,21-Feb-05,Ammonium,1000,29,0.001950367
35268,35268,606274,0.225,Chai,21-Feb-05,Ammonium,1000,225,0.015132154
35288,35288,589770,0.505,Boonsri,24-Feb-05,Ammonium,1000,505,0.033963279
35332,35332,591387,0.65,Boonsri,24-Feb-05,Ammonium,1000,650,0.043715112
35377,35377,593118,0.559,Boonsri,24-Feb-05,Ammonium,1000,559,0.037594996
35420,35420,602407,5.4,Kohsoom,27-Feb-05,Ammonium,1000,5400,0.3631717
35463,35463,603407,0.398,Chai,28-Feb-05,Ammonium,1000,398,0.026767099
35494,35494,604780,0.195,Chai,28-Feb-05,Ammonium,1000,195,0.013114534
35525,35525,606296,0.116,Chai,28-Feb-05,Ammonium,1000,116,0.007801466
35559,35559,589821,0.248,Boonsri,11-Mar-05,Ammonium,1000,248,0.016678997
35602,35602,591446,0.256,Boonsri,11-Mar-05,Ammonium,1000,256,0.017217029
35646,35646,593169,0.256,Boonsri,11-Mar-05,Ammonium,1000,256,0.017217029
35689,35689,613604,0.215,Kannika,11-Mar-05,Ammonium,1000,215,0.014459614
35726,35726,614553,0.922,Kannika,11-Mar-05,Ammonium,1000,922,0.062008205
35764,35764,615555,0.326,Kannika,11-Mar-05,Ammonium,1000,326,0.02192481
35800,35800,616487,0.125,Sakda,11-Mar-05,Ammonium,1000,125,0.008406752
35836,35836,617436,0.155,Sakda,11-Mar-05,Ammonium,1000,155,0.010424373
35871,35871,618442,0.085,Sakda,11-Mar-05,Ammonium,1000,85,0.005716592
35905,35905,603447,0.43,Chai,17-Mar-05,Ammonium,1000,430,0.028919228
35944,35944,604827,0.43,Chai,17-Mar-05,Ammonium,1000,430,0.028919228
35982,35982,606336,0.39,Chai,17-Mar-05,Ammonium,1000,390,0.026229067
36020,36020,607651,0.684,Somchair,24-Mar-05,Ammonium,1000,684,0.046001749
36061,36061,608599,0.293,Busarakhan,24-Mar-05,Ammonium,1000,293,0.019705427
36102,36102,589873,0.505,Boonsri,25-Mar-05,Ammonium,1000,505,0.033963279
36149,36149,591505,0.217,Boonsri,25-Mar-05,Ammonium,1000,217,0.014594122
36197,36197,593221,0.202,Boonsri,25-Mar-05,Ammonium,1000,202,0.013585312
36243,36243,602461,5.56,Kohsoom,27-Mar-05,Ammonium,1000,5560,0.373932342
36286,36286,603489,0.547,Chai,31-Mar-05,Ammonium,1000,547,0.036787948
36319,36319,604875,0.048,Chai,31-Mar-05,Ammonium,1000,48,0.003228193
36351,36351,606377,0.256,Chai,31-Mar-05,Ammonium,1000,256,0.017217029
36388,36388,589928,0.419,Boonsri,08-Apr-05,Ammonium,1000,419,0.028179434
36432,36432,591568,0.349,Boonsri,08-Apr-05,Ammonium,1000,349,0.023471652
36476,36476,593276,0.442,Boonsri,08-Apr-05,Ammonium,1000,442,0.029726276
36518,36518,613649,0.204,Kannika,08-Apr-05,Ammonium,1000,204,0.01371982
36559,36559,614606,0.189,Kannika,08-Apr-05,Ammonium,1000,189,0.012711009
36599,36599,615599,0.142,Kannika,08-Apr-05,Ammonium,1000,142,0.009550071
36639,36639,616531,0.936,Sakda,08-Apr-05,Ammonium,1000,936,0.062949761
36679,36679,617486,0.549,Sakda,08-Apr-05,Ammonium,1000,549,0.036922456
36718,36718,618484,1.23,Sakda,08-Apr-05,Ammonium,1000,1230,0.082722443
36757,36757,603531,0.07,Chai,11-Apr-05,Ammonium,1000,70,0.004707781
36797,36797,604923,0,Chai,11-Apr-05,Ammonium,1000,0,0
36837,36837,606419,0.026,Chai,11-Apr-05,Ammonium,1000,26,0.001748604
36875,36875,603575,0.833,Chai,21-Apr-05,Ammonium,1000,833,0.056022597
36910,36910,604974,0.563,Chai,21-Apr-05,Ammonium,1000,563,0.037864012
36945,36945,606463,0.429,Chai,21-Apr-05,Ammonium,1000,429,0.028851974
36981,36981,589980,0.116,Boonsri,22-Apr-05,Ammonium,1000,116,0.007801466
37027,37027,591627,0.163,Boonsri,22-Apr-05,Ammonium,1000,163,0.010962405
37075,37075,593326,0.139,Boonsri,22-Apr-05,Ammonium,1000,139,0.009348309
37120,37120,607698,0.263,Somchair,24-Apr-05,Ammonium,1000,263,0.017687807
37160,37160,608646,0.099,Busarakhan,24-Apr-05,Ammonium,1000,99,0.006658148
37200,37200,602515,3.07,Kohsoom,25-Apr-05,Ammonium,1000,3070,0.206469837
37247,37247,590034,0.2,Boonsri,13-May-05,Ammonium,1000,200,0.013450804
37293,37293,591690,0.32,Boonsri,13-May-05,Ammonium,1000,320,0.021521286
37339,37339,593380,0.41,Boonsri,13-May-05,Ammonium,1000,410,0.027574148
37387,37387,613698,0.321,Kannika,13-May-05,Ammonium,1000,321,0.02158854
37430,37430,614661,0.205,Kannika,13-May-05,Ammonium,1000,205,0.013787074
37474,37474,615647,0.25,Kannika,13-May-05,Ammonium,1000,250,0.016813505
37517,37517,616579,0.357,Sakda,13-May-05,Ammonium,1000,357,0.024009685
37560,37560,617539,0.514,Sakda,13-May-05,Ammonium,1000,514,0.034568565
37604,37604,618531,0.475,Sakda,13-May-05,Ammonium,1000,475,0.031945659
37645,37645,603618,0.432,Chai,16-May-05,Ammonium,1000,432,0.029053736
37686,37686,605024,0.549,Chai,16-May-05,Ammonium,1000,549,0.036922456
37728,37728,606505,0.263,Chai,16-May-05,Ammonium,1000,263,0.017687807
37767,37767,603663,0.088,Chai,23-May-05,Ammonium,1000,88,0.005918354
37800,37800,605077,0.221,Chai,23-May-05,Ammonium,1000,221,0.014863138
37833,37833,606550,0.418,Chai,23-May-05,Ammonium,1000,418,0.02811218
37925,37925,590108,0.17,Boonsri,28-May-05,Ammonium,1000,170,0.011433183
37955,37955,591764,0.3,Boonsri,28-May-05,Ammonium,1000,300,0.020176206
37985,37985,593455,0.35,Boonsri,28-May-05,Ammonium,1000,350,0.023538906
38032,38032,602588,4.89,Kohsoom,29-May-05,Ammonium,1000,4890,0.32887215
38062,38062,607747,0.108,Somchair,29-May-05,Ammonium,1000,108,0.007263434
38104,38104,608694,0.035,Busarakhan,29-May-05,Ammonium,1000,35,0.002353891
38147,38147,590145,0.186,Boonsri,10-Jun-05,Ammonium,1000,186,0.012509247
38191,38191,591801,0.163,Boonsri,10-Jun-05,Ammonium,1000,163,0.010962405
38236,38236,593492,0.147,Boonsri,10-Jun-05,Ammonium,1000,147,0.009886341
38280,38280,613748,0.3,Kannika,10-Jun-05,Ammonium,1000,300,0.020176206
38305,38305,614719,0.24,Kannika,10-Jun-05,Ammonium,1000,240,0.016140964
38330,38330,615697,0.24,Kannika,10-Jun-05,Ammonium,1000,240,0.016140964
38355,38355,616631,0.19,Sakda,10-Jun-05,Ammonium,1000,190,0.012778264
38381,38381,617597,0.18,Sakda,10-Jun-05,Ammonium,1000,180,0.012105723
38408,38408,618581,0.28,Sakda,10-Jun-05,Ammonium,1000,280,0.018831125
38540,38540,603705,0.113,Chai,13-Jun-05,Ammonium,1000,113,0.007599704
38583,38583,605121,0.085,Chai,13-Jun-05,Ammonium,1000,85,0.005716592
38626,38626,606592,0.139,Chai,13-Jun-05,Ammonium,1000,139,0.009348309
38668,38668,607797,0.53,Somchair,17-Jun-05,Ammonium,1000,530,0.03564463
38693,38693,608745,1.03,Busarakhan,17-Jun-05,Ammonium,1000,1030,0.069271639
38716,38716,603752,0.78,Chai,20-Jun-05,Ammonium,1000,780,0.052458134
38751,38751,605175,0.81,Chai,20-Jun-05,Ammonium,1000,810,0.054475755
38785,38785,606639,0.36,Chai,20-Jun-05,Ammonium,1000,360,0.024211447
38856,38856,590197,0.044,Boonsri,24-Jun-05,Ammonium,1000,44,0.002959177
38902,38902,591860,0.147,Boonsri,24-Jun-05,Ammonium,1000,147,0.009886341
38946,38946,593544,0.17,Boonsri,24-Jun-05,Ammonium,1000,170,0.011433183
38992,38992,602624,3.79,Kohsoom,26-Jun-05,Ammonium,1000,3790,0.25489273
39024,39024,590251,0.19,Boonsri,08-Jul-05,Ammonium,1000,190,0.012778264
39072,39072,591918,0.27,Boonsri,08-Jul-05,Ammonium,1000,270,0.018158585
39121,39121,593598,0.29,Boonsri,08-Jul-05,Ammonium,1000,290,0.019503665
39169,39169,613799,0.35,Kannika,08-Jul-05,Ammonium,1000,350,0.023538906
39214,39214,614775,0.277,Kannika,08-Jul-05,Ammonium,1000,277,0.018629363
39260,39260,615747,0.263,Kannika,08-Jul-05,Ammonium,1000,263,0.017687807
39305,39305,616683,0.376,Sakda,08-Jul-05,Ammonium,1000,376,0.025287511
39351,39351,617656,0.398,Sakda,08-Jul-05,Ammonium,1000,398,0.026767099
39397,39397,618632,0.233,Sakda,08-Jul-05,Ammonium,1000,233,0.015670186
39442,39442,590307,0.12,Boonsri,22-Jul-05,Ammonium,1000,120,0.008070482
39488,39488,591982,0.18,Boonsri,22-Jul-05,Ammonium,1000,180,0.012105723
39535,39535,593654,0.21,Boonsri,22-Jul-05,Ammonium,1000,210,0.014123344
39581,39581,603795,0.094,Chai,23-Jul-05,Ammonium,1000,94,0.006321878
39625,39625,605225,0.028,Chai,23-Jul-05,Ammonium,1000,28,0.001883113
39670,39670,606682,0,Chai,23-Jul-05,Ammonium,1000,0,0
39712,39712,602663,4.1,Kohsoom,24-Jul-05,Ammonium,1000,4100,0.275741476
39741,39741,607847,0.559,Somchair,24-Jul-05,Ammonium,1000,559,0.037594996
39785,39785,608796,0.535,Busarakhan,24-Jul-05,Ammonium,1000,535,0.0359809
39846,39846,603843,0.36,Chai,31-Jul-05,Ammonium,1000,360,0.024211447
39883,39883,605282,0.21,Chai,31-Jul-05,Ammonium,1000,210,0.014123344
39920,39920,606730,0.672,Chai,31-Jul-05,Ammonium,1000,672,0.0451947
39959,39959,590361,0.209,Boonsri,12-Aug-05,Ammonium,1000,209,0.01405609
40006,40006,592043,0.303,Boonsri,12-Aug-05,Ammonium,1000,303,0.020377968
40054,40054,593708,0.24,Boonsri,12-Aug-05,Ammonium,1000,240,0.016140964
40101,40101,613852,0.033,Kannika,12-Aug-05,Ammonium,1000,33,0.002219383
40151,40151,614837,0,Kannika,12-Aug-05,Ammonium,1000,0,0
40201,40201,615800,0,Kannika,12-Aug-05,Ammonium,1000,0,0
40250,40250,616737,0.399,Sakda,12-Aug-05,Ammonium,1000,399,0.026834353
40300,40300,617718,0.09,Sakda,12-Aug-05,Ammonium,1000,90,0.006052862
40350,40350,618685,0.054,Sakda,12-Aug-05,Ammonium,1000,54,0.003631717
40399,40399,607899,0.538,Somchair,14-Aug-05,Ammonium,1000,538,0.036182662
40427,40427,608848,0.539,Busarakhan,14-Aug-05,Ammonium,1000,539,0.036249916
40455,40455,603888,0.481,Chai,18-Aug-05,Ammonium,1000,481,0.032349183
40502,40502,605335,0.556,Chai,18-Aug-05,Ammonium,1000,556,0.037393234
40549,40549,606775,0.45,Chai,18-Aug-05,Ammonium,1000,450,0.030264308
40613,40613,603940,0.313,Chai,25-Aug-05,Ammonium,1000,313,0.021050508
40651,40651,605394,0.383,Chai,25-Aug-05,Ammonium,1000,383,0.025758289
40690,40690,606826,0.625,Chai,25-Aug-05,Ammonium,1000,625,0.042033762
40729,40729,590416,0.24,Boonsri,26-Aug-05,Ammonium,1000,240,0.016140964
40778,40778,592106,0.264,Boonsri,26-Aug-05,Ammonium,1000,264,0.017755061
40828,40828,593763,0.24,Boonsri,26-Aug-05,Ammonium,1000,240,0.016140964
40914,40914,602739,3.01,Kohsoom,28-Aug-05,Ammonium,1000,3010,0.202434595
40943,40943,590473,0.248,Boonsri,09-Sep-05,Ammonium,1000,248,0.016678997
40988,40988,592171,0.24,Boonsri,09-Sep-05,Ammonium,1000,240,0.016140964
41034,41034,593820,0.178,Boonsri,09-Sep-05,Ammonium,1000,178,0.011971215
41079,41079,613909,0.208,Kannika,09-Sep-05,Ammonium,1000,208,0.013988836
41123,41123,614901,0.247,Kannika,09-Sep-05,Ammonium,1000,247,0.016611743
41167,41167,615856,0.232,Kannika,09-Sep-05,Ammonium,1000,232,0.015602932
41210,41210,616794,0.379,Sakda,09-Sep-05,Ammonium,1000,379,0.025489273
41253,41253,617782,0.283,Sakda,09-Sep-05,Ammonium,1000,283,0.019032887
41297,41297,618741,0.307,Sakda,09-Sep-05,Ammonium,1000,307,0.020646984
41340,41340,603984,0.141,Chai,22-Sep-05,Ammonium,1000,141,0.009482817
41383,41383,605446,0.089,Chai,22-Sep-05,Ammonium,1000,89,0.005985608
41427,41427,606869,0.079,Chai,22-Sep-05,Ammonium,1000,79,0.005313067
41470,41470,590526,0.13,Boonsri,23-Sep-05,Ammonium,1000,130,0.008743022
41517,41517,592227,0.085,Boonsri,23-Sep-05,Ammonium,1000,85,0.005716592
41565,41565,593873,0.051,Boonsri,23-Sep-05,Ammonium,1000,51,0.003429955
41612,41612,607952,0.282,Somchair,24-Sep-05,Ammonium,1000,282,0.018965633
41656,41656,608901,0.113,Busarakhan,24-Sep-05,Ammonium,1000,113,0.007599704
41699,41699,602773,2.62,Kohsoom,25-Sep-05,Ammonium,1000,2620,0.176205528
41739,41739,604030,0.242,Chai,29-Sep-05,Ammonium,1000,242,0.016275472
41778,41778,605500,0.217,Chai,29-Sep-05,Ammonium,1000,217,0.014594122
41817,41817,606915,0.215,Chai,29-Sep-05,Ammonium,1000,215,0.014459614
41857,41857,590581,0.155,Boonsri,02-Oct-05,Ammonium,1000,155,0.010424373
41891,41891,592285,0.147,Boonsri,02-Oct-05,Ammonium,1000,147,0.009886341
41930,41930,593928,0.124,Boonsri,02-Oct-05,Ammonium,1000,124,0.008339498
41963,41963,604077,0.355,Chai,10-Oct-05,Ammonium,1000,355,0.023875177
42000,42000,605554,0.251,Chai,10-Oct-05,Ammonium,1000,251,0.016880759
42042,42042,606961,0.128,Chai,10-Oct-05,Ammonium,1000,128,0.008608514
42082,42082,613959,0.119,Kannika,14-Oct-05,Ammonium,1000,119,0.008003228
42119,42119,614958,0.123,Kannika,14-Oct-05,Ammonium,1000,123,0.008272244
42155,42155,615905,0.085,Kannika,14-Oct-05,Ammonium,1000,85,0.005716592
42193,42193,616843,0.361,Sakda,14-Oct-05,Ammonium,1000,361,0.024278701
42230,42230,617839,0.474,Sakda,14-Oct-05,Ammonium,1000,474,0.031878405
42268,42268,618790,0.369,Sakda,14-Oct-05,Ammonium,1000,369,0.024816733
42302,42302,604120,0.111,Chai,20-Oct-05,Ammonium,1000,111,0.007465196
42333,42333,605609,0.063,Chai,20-Oct-05,Ammonium,1000,63,0.004237003
42362,42362,607007,0.029,Chai,20-Oct-05,Ammonium,1000,29,0.001950367
42390,42390,590623,0.279,Boonsri,21-Oct-05,Ammonium,1000,279,0.018763871
42427,42427,592339,0.046,Boonsri,21-Oct-05,Ammonium,1000,46,0.003093685
42463,42463,593969,0.048,Boonsri,21-Oct-05,Ammonium,1000,48,0.003228193
42498,42498,602822,1.91,Kohsoom,23-Oct-05,Ammonium,1000,1910,0.128455175
42528,42528,608002,0.476,Somchair,23-Oct-05,Ammonium,1000,476,0.032012913
42570,42570,608951,0.278,Busarakhan,23-Oct-05,Ammonium,1000,278,0.018696617
42609,42609,590668,0.101,Boonsri,06-Nov-05,Ammonium,1000,101,0.006792656
42648,42648,592390,0.085,Boonsri,06-Nov-05,Ammonium,1000,85,0.005716592
42690,42690,594013,0.101,Boonsri,06-Nov-05,Ammonium,1000,101,0.006792656
42728,42728,614005,0.231,Kannika,11-Nov-05,Ammonium,1000,231,0.015535678
42764,42764,615010,0.278,Kannika,11-Nov-05,Ammonium,1000,278,0.018696617
42799,42799,615952,0.119,Kannika,11-Nov-05,Ammonium,1000,119,0.008003228
42834,42834,616889,0.159,Sakda,11-Nov-05,Ammonium,1000,159,0.010693389
42869,42869,617893,0.224,Sakda,11-Nov-05,Ammonium,1000,224,0.0150649
42903,42903,618835,0.332,Sakda,11-Nov-05,Ammonium,1000,332,0.022328334
42937,42937,604159,0.105,Chai,19-Nov-05,Ammonium,1000,105,0.007061672
42976,42976,605653,0.107,Chai,19-Nov-05,Ammonium,1000,107,0.00719618
43014,43014,607041,0.056,Chai,19-Nov-05,Ammonium,1000,56,0.003766225
43050,43050,608053,0.163,Somchair,24-Nov-05,Ammonium,1000,163,0.010962405
43087,43087,608999,0.276,Busarakhan,24-Nov-05,Ammonium,1000,276,0.018562109
43126,43126,590715,0.085,Boonsri,25-Nov-05,Ammonium,1000,85,0.005716592
43162,43162,592448,0.178,Boonsri,25-Nov-05,Ammonium,1000,178,0.011971215
43197,43197,594059,0.17,Boonsri,25-Nov-05,Ammonium,1000,170,0.011433183
43234,43234,604204,0.135,Chai,26-Nov-05,Ammonium,1000,135,0.009079292
43263,43263,605705,0.282,Chai,26-Nov-05,Ammonium,1000,282,0.018965633
43292,43292,607083,0,Chai,26-Nov-05,Ammonium,1000,0,0
43321,43321,602859,2.41,Kohsoom,27-Nov-05,Ammonium,1000,2410,0.162082184
43360,43360,590759,0.249,Boonsri,02-Dec-05,Ammonium,1000,249,0.016746251
43401,43401,592499,0.078,Boonsri,02-Dec-05,Ammonium,1000,78,0.005245813
43442,43442,594106,0.17,Boonsri,02-Dec-05,Ammonium,1000,170,0.011433183
43482,43482,604241,0.112,Chai,05-Dec-05,Ammonium,1000,112,0.00753245
43514,43514,605750,0.081,Chai,05-Dec-05,Ammonium,1000,81,0.005447575
43548,43548,607119,0.107,Chai,05-Dec-05,Ammonium,1000,107,0.00719618
43579,43579,614050,0.05,Kannika,09-Dec-05,Ammonium,1000,50,0.003362701
